Unique_Visit_Identifier,Country_of_Visit,Country_of_Visit_IS03,Country_of_Visit_Region_World_Bank,Country_of_Visit_Borders_China,Visit_Arrival_Date,Visit_End_Date,Visit_Year,Multilateral_Summit,Multilateral_Summit_Type,Overall_Trip_Number,First_Visit_as_President,Visit_Number_to_Country_of_Visit,State_Visit,Head_of_State_Meeting,Capital_City_Visit,Locations_Visited,Geocoded_Locations,Visit_Sources_URLs
10080,Brunei,BRN,East Asia and Pacific,0,11/18/18,11/20/18,2018,0,0,32,1,1,1,1,1,Bandar Seri Begawan,"4.8895453, 114.9417574",http://www.xinhuanet.com/english/2018-11/18/c_137615725.htm|https://news.cgtn.com/news/3d3d774d33676a4e30457a6333566d54/index.html|https://www.mfa.gov.cn/eng/zy/jj/2018zt/xjpcxytjhzz/202406/t20240606_11380428.html|https://www.fmprc.gov.cn/eng./zy/jj/2018zt/xjpcxytjhzz/202406/t20240606_11380423.html|http://english.scio.gov.cn/m/topnews/2018-11/20/content_73872940_6.htm|https://news.cgtn.com/news/3d3d514d30676a4e30457a6333566d54/index.html
10081,Philippines,PHL,East Asia and Pacific,0,11/20/18,11/21/18,2018,0,0,32,0,2,1,1,1,Manila,"14.5904492, 120.9803621",https://www.fmprc.gov.cn/mfa_eng/topics_665678/2018zt/xjpcxytjhzz/201811/t20181121_709995.html|https://newsinfo.inquirer.net/1053988/palace-chinas-xi-to-visit-ph-on-nov-20-21|https://beijingpe.dfa.gov.ph/84-phl-chn-relations|https://www.mfa.gov.cn/eng/zy/jj/2018zt/xjpcxytjhzz/202406/t20240606_11380428.html|https://www.fmprc.gov.cn/mfa_eng/zy/jj/2018zt/xjpcxytjhzz/202406/t20240606_11380426.html|http://www.xinhuanet.com/english/2018-11/21/c_137622271.htm
10082,Spain,ESP,Europe and Central Asia,0,11/27/18,11/29/18,2018,0,0,33,0,2,1,1,1,Madrid,"40.416782, -3.703507",https://english.elpais.com/elpais/2018/11/29/inenglish/1543487613_943461.html|http://www.xinhuanet.com/english/2018-11/28/c_137636876.htm|http://english.scio.gov.cn/m/topnews/2018-11/28/content_74216379.htm|https://www.lamoncloa.gob.es/lang/en/presidente/news/paginas/2018/20181128sanchez-jinping.aspx|https://www.bjreview.com/World/201811/t20181130_800149946.html|https://www.fmprc.gov.cn/eng/gjhdq_665435/3265_665445/3356_664772/3358_664776/202406/t20240611_11423622.html
10083,Argentina,ARG,Latin America and Caribbean,0,11/29/18,12/2/18,2018,1,G20,33,0,2,1,1,1,Buenos Aires,"-34.6095579, -58.3887904",https://web.archive.org/web/20181130213021/http://www.xinhuanet.com/english/2018-11/30/c_137641737.htm|http://english.www.gov.cn/news/top_news/2018/12/02/content_281476415821808.htm|http://www.xinhuanet.com/english/2018-12/03/c_137646631.htm|https://www.cancilleria.gob.ar/en/announcements/news/joint-statement-between-peoples-republic-china-and-argentine-republic|https://english.www.gov.cn/news/top_news/2018/11/30/content_281476413015266.htm|http://www.xinhuanet.com/english/2018-11/28/c_137636876.htm|http://english.www.gov.cn/news/top_news/2018/11/30/content_281476413015266.htm
10084,Panama,PAN,Latin America and Caribbean,0,12/2/18,12/3/18,2018,0,0,33,1,1,1,1,1,Panama City,"8.9714493, -79.5341802",http://www.xinhuanet.com/english/2018-12/03/c_137647714.htm|http://mn.china-embassy.gov.cn/eng/fyrth/201812/t20181204_1545169.htm|https://english.www.gov.cn/news/top_news/2018/11/30/content_281476413015266.htm|https://english.www.gov.cn/news/top_news/2018/11/30/content_281476413015266.htm|http://www.xinhuanet.com/english/2018-11/28/c_137636876.htm|http://english.www.gov.cn/news/top_news/2018/12/03/content_281476417498682.htm|https://www.fmprc.gov.cn/mfa_eng/zy/jj/2018zt/xjpcxytjhzz/202406/t20240606_11380454.html
10085,Portugal,PRT,Europe and Central Asia,0,12/4/18,12/5/18,2018,0,0,33,1,1,1,1,1,Lisbon,"38.7077507, -9.1365919",http://www.xinhuanet.com/english/2018-12/04/c_137650640.htm|https://america.cgtn.com/2018/12/05/president-xi-wraps-up-trip-in-portugal-with-bilateral-agreements|http://www.xinhuanet.com/english/2018-11/28/c_137636876.htm|https://www.fmprc.gov.cn/mfa_eng/zy/jj/2018zt/xjpcxytjhzz/202406/t20240606_11380452.html|http://www.xinhuanet.com/english/2018-12/04/c_137650640.htm|http://english.scio.gov.cn/topnews/2018-12/04/content_74239310.htm|https://www.mfa.gov.cn/eng/zy/jj/2018zt/xjpcxytjhzz/202406/t20240606_11380457.html
10086,Italy,ITA,Europe and Central Asia,0,3/21/19,3/23/19,2019,0,0,34,1,1,1,1,1,Rome; Palermo,"41.8933203, 12.4829321; 38.1112268, 13.3524434",https://www.fmprc.gov.cn/mfa_eng/topics_665678/2019zt/xjpdydlmngfggsfw/201903/t20190325_710481.html|https://www.quirinale.it/elementi/26101|https://en.wikipedia.org/wiki/State_visits_by_Xi_Jinping_to_Italy_and_France|https://www.mfa.gov.cn/eng/zy/jj/2019zt/xjpdydlmngfggsfw/202406/t20240606_11380391.html|https://www.fmprc.gov.cn/eng./zy/jj/2019zt/xjpdydlmngfggsfw/202406/t20240606_11380410.html|https://www.fmprc.gov.cn/eng./zy/jj/2019zt/xjpdydlmngfggsfw/202406/t20240606_11380390.html|https://www.fmprc.gov.cn/eng./zy/jj/2019zt/xjpdydlmngfggsfw/202406/t20240606_11380392.html|https://www.fmprc.gov.cn/eng./zy/jj/2019zt/xjpdydlmngfggsfw/202406/t20240606_11380397.html|https://cepa.org/article/italian-alarm-as-china-eyes-port-of-palermo/|https://www.fmprc.gov.cn/eng./zy/jj/2019zt/xjpdydlmngfggsfw/202406/t20240606_11380398.html
10087,Monaco,MCO,Europe and Central Asia,0,3/24/19,3/24/19,2019,0,0,34,1,1,1,1,1,Monte Carlo,"43.7402961, 7.426559",https://www.fmprc.gov.cn/mfa_eng/topics_665678/2019zt/xjpdydlmngfggsfw/201903/t20190326_710498.html|https://en.wikipedia.org/wiki/State_visits_by_Xi_Jinping_to_Italy_and_France|https://www.fmprc.gov.cn/eng./zy/jj/2019zt/xjpdydlmngfggsfw/202406/t20240606_11380410.html|https://www.fmprc.gov.cn/eng./zy/jj/2019zt/xjpdydlmngfggsfw/202406/t20240606_11380390.html|https://www.fmprc.gov.cn/eng./zy/jj/2019zt/xjpdydlmngfggsfw/202406/t20240606_11380399.html|https://www.fmprc.gov.cn/eng./zy/jj/2019zt/xjpdydlmngfggsfw/202406/t20240606_11380401.html|https://www.nytimes.com/2019/03/24/world/europe/xi-macron-france-monaco-prince-albert.html
10088,France,FRA,Europe and Central Asia,0,3/24/19,3/26/19,2019,0,0,34,0,3,1,1,1,Paris; Nice; Beaulieu-sur-Mer,"48.8588897, 2.320041; 43.7009358, 7.2683912; 43.7088, 7.33375",https://en.wikipedia.org/wiki/State_visits_by_Xi_Jinping_to_Italy_and_France|https://www.fmprc.gov.cn/eng./zy/jj/2019zt/xjpdydlmngfggsfw/202406/t20240606_11380410.html|https://www.fmprc.gov.cn/eng./zy/jj/2019zt/xjpdydlmngfggsfw/202406/t20240606_11380390.html|https://www.fmprc.gov.cn/eng./zy/jj/2019zt/xjpdydlmngfggsfw/202406/t20240606_11380399.html|https://www.fmprc.gov.cn/eng./zy/jj/2019zt/xjpdydlmngfggsfw/202406/t20240606_11380400.html|https://www.fmprc.gov.cn/eng./zy/jj/2019zt/xjpdydlmngfggsfw/202406/t20240606_11380405.html|http://eng.chinamil.com.cn/CHINA_209163/TopStories_209189/9458870.html|https://www.nytimes.com/2019/03/24/world/europe/xi-macron-france-monaco-prince-albert.html
10089,Russia,RUS,Europe and Central Asia,1,6/5/19,6/7/19,2019,0,0,35,0,8,1,1,1,Moscow; St. Petersburg,"55.625578, 37.6063916; 59.938732, 30.316229",https://www.nytimes.com/2019/06/05/world/europe/xi-jinping-china-russia.html|http://au.china-embassy.gov.cn/eng/zgxw_4/201906/t20190611_737772.htm|https://www.fmprc.gov.cn/mfa_eng/zy/jj/2019zt/xjpcfelsgjjjlt/|https://www.fmprc.gov.cn/mfa_eng/zy/jj/2019zt/xjpcfelsgjjjlt/202406/t20240606_11380063.html|https://www.fmprc.gov.cn/mfa_eng/zy/jj/2019zt/xjpcfelsgjjjlt/202406/t20240606_11380061.html|https://www.fmprc.gov.cn/mfa_eng/zy/jj/2019zt/xjpcfelsgjjjlt/202406/t20240606_11380070.html|https://www.fmprc.gov.cn/mfa_eng/zy/jj/2019zt/xjpcfelsgjjjlt/202406/t20240606_11380073.html|https://www.fmprc.gov.cn/mfa_eng/zy/jj/2019zt/xjpcfelsgjjjlt/202406/t20240606_11380081.html|https://www.fmprc.gov.cn/mfa_eng/zy/jj/2019zt/xjpcfelsgjjjlt/202406/t20240606_11380078.html|https://fm.china-embassy.gov.cn/eng/zgxw/201906/t20190611_16139.htm
10090,Kyrgyzstan,KGZ,Europe and Central Asia,1,6/12/19,6/14/19,2019,1,SCO,36,0,2,1,1,1,Bishkek,"42.8761424, 74.6036724",https://www.fmprc.gov.cn/eng./wjb_663304/zzjg_663340/dozys_664276/dqzzywt_664402/201906/t20190614_555261.html|https://www.fmprc.gov.cn/eng/wjb/zzjg_663340/dozys_664276/xwlb_664278/202406/t20240606_11396874.html|https://www.mfa.gov.cn/eng/wjb/zzjg_663340/dozys_664276/xwlb_664278/202406/t20240606_11396960.html|https://www.fmprc.gov.cn/eng/wjb/zzjg_663340/dozys_664276/xwlb_664278/202406/t20240606_11396930.html
10091,Tajikistan,TJK,Europe and Central Asia,0,6/14/19,6/16/19,2019,0,0,36,0,2,1,1,1,Dushanbe,"38.5762709, 68.7863573",http://www.xinhuanet.com/english/2019-06/15/c_138144437.htm|https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/2675_665437/3235_664362/3237_664366/201906/t20190618_561115.html|https://www.mfa.gov.cn/eng/wjb/zzjg_663340/dozys_664276/xwlb_664278/202406/t20240606_11396960.html|https://www.fmprc.gov.cn/eng/wjb/zzjg_663340/dozys_664276/xwlb_664278/202406/t20240606_11396930.html
10092,North Korea,PRK,East Asia and Pacific,1,6/20/19,6/21/19,2019,0,0,36,1,1,1,1,1,Pyongyang,"39.0167979, 125.7473609",https://www.aljazeera.com/news/2019/06/china-xi-jinping-official-trip-north-korea-190618005648302.html|https://www.nknews.org/2025/07/on-the-mend-where-china-north-korea-relations-are-going-after-a-difficult-year/|https://www.cnn.com/2019/06/20/asia/xi-kim-north-korea-china-intl-hnk/index.html|https://www.armscontrol.org/act/2019-07/news/chinese-president-visits-north-korea
10093,Japan,JPN,East Asia and Pacific,0,6/27/19,6/29/19,2019,1,G20,37,1,1,0,0,0,Osaka,"34.6937569, 135.5014539",https://www.fmprc.gov.cn/mfa_eng/topics_665678/2019zt/xjpcxesgjtfh/201906/t20190628_710378.html|https://thediplomat.com/2019/06/xi-jinpings-busy-g-20-summit/|https://www.fmprc.gov.cn/eng/zy/jj/2019zt/xjpcxesgjtfh/202406/t20240606_11379929.html|https://www.mfa.gov.cn/mfa_eng/zy/jj/2019zt/xjpcxesgjtfh/202406/t20240606_11379935.html|https://www.mfa.gov.cn/eng/zy/jj/2019zt/xjpcxesgjtfh/202406/t20240606_11379959.html
10094,India,IND,South Asia,1,10/11/19,10/12/19,2019,0,0,38,0,3,0,0,0,"Chennai; Mahabalipuram, Tamil Nadu","13.0836939, 80.270186; 12.6195981, 80.1936497",https://www.dw.com/en/chinas-xi-jinping-visits-india-with-ties-strained-by-kashmir/a-50777342|https://www.reuters.com/article/us-india-china/chinas-xi-lands-in-india-amid-scattered-tibetan-protests-idUSKBN1WP2U0|https://www.mea.gov.in/press-releases.htm?dtl/31919/Visit_of_President_of_China_to_India_October_1112_2019|https://in.china-embassy.gov.cn/eng/zywl/201910/t20191017_2148007.htm|https://chicago.china-consulate.gov.cn/eng/xw/201910/t20191014_4658417.htm|https://www.nytimes.com/2019/10/12/world/asia/xi-jinping-nepal-india.html|https://www.mfa.gov.cn/eng/wjb/wjbz/jh/202405/t20240527_11312172.html
10095,Nepal,NPL,South Asia,1,10/12/19,10/13/19,2019,0,0,38,1,1,1,1,1,Kathmandu,"27.708317, 85.3205817",https://mofa.gov.np/press-release-on-state-visit-of-the-president-of-peoples-republic-of-china-to-nepal/|https://www.nytimes.com/2019/10/12/world/asia/xi-jinping-nepal-india.html|http://en.cidca.gov.cn/2019-10/18/c_417100.htm|https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/2675_665437/2752_663508/2753_663510/202406/t20240607_11411413.html|https://hr.china-embassy.gov.cn/eng/gnxw/201910/t20191015_9792739.htm|https://www.mfa.gov.cn/eng/wjb/wjbz/jh/202405/t20240527_11312172.html
10096,Greece,GRC,Europe and Central Asia,0,11/10/19,11/12/19,2019,0,0,39,1,1,1,1,1,Athens,"37.9755648, 23.7348324",https://www.theguardian.com/world/2019/nov/12/xi-jinping-comes-to-greeks-bearings-gifts|https://chinaobservers.eu/xis-visit-to-greece-four-questions-waiting-to-be-answered/|https://mm.china-embassy.gov.cn/eng/zgxw/201911/t20191113_1397408.htm|https://losangeles.china-consulate.gov.cn/eng/topnews/201911/t20191119_4307782.htm|https://www.fmprc.gov.cn/mfa_eng/zy/jj/2019zt/xjpfwxlcxjz/202406/t20240606_11379455.html
10097,Brazil,BRA,Latin America and Caribbean,0,11/12/19,11/15/19,2019,1,BRICS,39,0,2,0,1,1,Brasilia,"-10.3333333, -53.2",https://www.fmprc.gov.cn/mfa_eng/topics_665678/2019zt/xjpfwxlcxjz/201911/t20191115_710349.html|http://www.chinacelacforum.org/eng/zyxw_1/201911/t20191119_6418544.htm|https://losangeles.china-consulate.gov.cn/eng/topnews/201911/t20191119_4307782.htm|https://www.fmprc.gov.cn/mfa_eng/zy/jj/2019zt/xjpfwxlcxjz/202406/t20240606_11379457.html|https://www.mfa.gov.cn/eng/wjb/zzjg_663340/ldmzs_664952/xwlb_664954/202406/t20240606_11403542.html
10098,Spain,ESP,Europe and Central Asia,0,11/15/19,11/16/19,2019,0,0,39,0,3,0,0,0,"Guía de Isora, Canary Islands; Teide National Park, Canary Islands","28.2101368, -16.7787271; 28.2687962, -16.6374029",http://www.chinacelacforum.org/eng/zyxw_1/201911/t20191119_6418544.htm|https://web.archive.org/web/20230808170143/https://thediplomatinspain.com/en/2019/11/the-president-of-china-makes-a-stop-in-tenerife-to-visit-the-teide/|https://losangeles.china-consulate.gov.cn/eng/topnews/201911/t20191119_4307782.htm|https://elpais.com/politica/2019/11/15/actualidad/1573805948_928129.html
10099,Myanmar,MMR,East Asia and Pacific,1,1/17/20,1/18/20,2020,0,0,40,1,1,1,1,1,Nay Pyi Taw,"19.7753289, 96.1032552",http://geneva.china-mission.gov.cn/eng/zgyw/202010/t20201019_8192610.htm|https://www.reuters.com/article/us-myanmar-china-kachin/as-chinas-xi-visits-myanmar-ethnic-groups-rue-disrespectful-investment-idUSKBN1ZG0P8|https://www.fmprc.gov.cn/eng/zy/jj/2020zt/xjpdmdgsfw/202406/t20240606_11378088.html|https://www.fmprc.gov.cn/eng/zy/jj/2020zt/xjpdmdgsfw/202406/t20240606_11378086.html|https://www.fmprc.gov.cn/eng/zy/jj/2020zt/xjpdmdgsfw/202406/t20240606_11378092.html|https://www.fmprc.gov.cn/eng/gjhdq_665435/2675_665437/2747_663498/2749_663502/202406/t20240607_11411376.html|https://geneva.china-mission.gov.cn/eng/zgyw/202010/t20201019_8192587.htm
10100,Kazakhstan,KAZ,Europe and Central Asia,1,9/14/22,9/14/22,2022,0,0,41,0,4,1,1,1,Astana,"51.1282205, 71.4306682",https://www.fmprc.gov.cn/eng/zxxx_662805/202209/t20220915_10766191.html|https://xuexi.voc.com.cn/news/202209/21753087.html|https://www.bbc.com/zhongwen/simp/chinese-news-62904715|https://www.mfa.gov.cn/web/zyxw/202209/t20220915_10766185.shtml
10101,Uzbekistan,UZB,Europe and Central Asia,0,9/14/22,9/16/22,2022,0,0,41,0,3,1,1,0,Samarkand,"39.6550017, 66.9756954",https://www.fmprc.gov.cn/eng/wjb_663304/wjbz_663308/2461_663310/202209/t20220917_10767432.html|https://www.fmprc.gov.cn/eng/wjb_663304/wjbz_663308/2461_663310/202209/t20220917_10767432.html|https://www.mfa.gov.cn/web/zyxw/202209/t20220915_10766217.shtml|https://eng.yidaiyilu.gov.cn/p/276770.html|https://www.mfa.gov.cn/web/zyxw/202209/t20220915_10766638.shtml|https://www.president.uz/en/lists/view/5497|https://www.mps.gov.cn:9080/n2255079/n6865805/n7355748/n8012154/c8695217/content.html|https://www.mfa.gov.cn/web/zyxw/202209/t20220915_10766185.shtml
10102,Indonesia,IDN,East Asia and Pacific,0,11/14/22,11/17/22,2022,0,0,42,0,4,0,1,0,"Nusa Dua, Benoa, Bali","-8.7873735, 115.2289438",https://www.fmprc.gov.cn/eng/wjdt_665385/wsrc_665395/202211/t20221111_10972693.html|https://www.fmprc.gov.cn/eng/gjhdq_665435/2675_665437/2787_663568/2789_663572/202211/t20221117_10977144.html|https://www.scmp.com/week-asia/politics/article/3199727/g20-xi-jinpings-meetings-australias-albanese-south-koreas-yoon-show-us-allies-hope-reboot-complex|https://www.mfa.gov.cn/eng/zy/jj/2022/cxesgjtytjhtg/202211/t20221114_10974686.html|https://us.china-embassy.gov.cn/eng/zgyw/202211/t20221117_10976707.htm|https://www.fmprc.gov.cn/eng./zy/jj/2022/cxesgjtytjhtg/202211/t20221114_10974456.html|https://www.fmprc.gov.cn/eng./zy/jj/2022/cxesgjtytjhtg/202211/t20221111_10972693.html
10103,Thailand,THA,East Asia and Pacific,0,11/17/22,11/19/22,2022,0,0,42,1,1,1,1,1,Bangkok,"13.7524938, 100.4935089",https://www.fmprc.gov.cn/eng/wjdt_665385/wsrc_665395/202211/t20221111_10972693.html|https://www.fmprc.gov.cn/eng./zxxx_662805/202211/t20221114_10974456.html|http://jeddah.china-consulate.gov.cn/eng/xgxw/202211/t20221120_10978332.htm|https://www.fmprc.gov.cn/eng/gjhdq_665435/2675_665437/2787_663568/2789_663572/202211/t20221117_10977144.html|http://english.www.gov.cn/news/topnews/202211/19/content_WS6378eef8c6d0a757729e3678.html|https://www.fmprc.gov.cn/eng./zy/jj/2022/cxesgjtytjhtg/202211/t20221111_10972693.html|https://www.fmprc.gov.cn/eng./zy/jj/2022/cxesgjtytjhtg/202211/t20221117_10977144.html|https://mfa.go.th/en/content/china-apec2022-2?cate=5d5bcb4e15e39c306000683e|https://www.fmprc.gov.cn/eng./zy/jj/2022/cxesgjtytjhtg/202211/t20221119_10978036.html
10104,Saudi Arabia,SAU,Middle East and North Africa,0,12/7/22,12/10/22,2022,0,0,43,0,2,1,1,1,Riyadh,"23.333333, 45.333333",https://www.reuters.com/world/chinas-xi-starts-epoch-making-saudi-visit-deepen-economic-strategic-ties-2022-12-07/|https://www.reuters.com/world/president-xi-jinping-attend-summits-riyadh-saudi-arabia-dec-7-10-2022-12-07/|https://www.atlanticcouncil.org/blogs/menasource/no-xis-visit-to-riyadh-wasnt-because-of-bad-us-saudi-relations-its-about-much-more/|https://www.mfa.gov.cn/mfa_eng/zy/jj/2022/xjpcxfh/202212/t20221209_10987704.html
10105,Russia,RUS,Europe and Central Asia,1,3/20/23,3/22/23,2023,0,0,44,0,9,1,1,1,Moscow,"55.625578, 37.6063916",https://www.nbcnews.com/news/world/xi-jinping-vladimir-putin-russia-china-talks-rcna75849|https://www.fmprc.gov.cn/eng/zy/jj/2022_144280/xjpdelsjxgsfw/202303/t20230317_11043619.html|https://www.fmprc.gov.cn/eng/zy/jj/2022_144280/xjpdelsjxgsfw/202303/t20230321_11045496.html|https://www.fmprc.gov.cn/eng/zy/jj/2022_144280/xjpdelsjxgsfw/202303/t20230320_11045315.html|https://www.fmprc.gov.cn/eng/zy/jj/2022_144280/xjpdelsjxgsfw/202303/t20230320_11045307.html|https://paper.people.com.cn/rmrb/html/2023-03/23/nw.D110000renmrb_20230323_1-01.htm|http://www.news.cn/politics/leaders/2023-03/22/c_1129455875.htm
10106,South Africa,ZAF,Sub-Saharan Africa,0,8/21/23,8/24/23,2023,1,BRICS,45,0,4,1,1,1,Pretoria; Johannesburg,"-25.7459277, 28.1879101; -26.205, 28.049722",https://news.cnr.cn/native/gd/sz/20230818/t20230818_526384576.shtml|https://losangeles.china-consulate.gov.cn/eng/topnews/202308/t20230824_11132422.htm|https://www.fmprc.gov.cn/eng/zy/jj/2022_144280/xjpcxBRICSbdnfjxgsfw/202309/t20230918_11144528.html|https://gb.china-embassy.gov.cn/eng/zgyw/202308/t20230824_11132423.htm|https://www.fmprc.gov.cn/eng/zy/jj/2022_144280/xjpcxBRICSbdnfjxgsfw/202309/t20230918_11144528.html|https://un.china-mission.gov.cn/eng/zgyw/202308/t20230823_11130538.htm
10107,United States,USA,North America,0,11/14/23,11/17/23,2023,1,APEC,46,0,5,0,1,0,"San Francisco, California","37.7879363, -122.4075201",https://www.fmprc.gov.cn/zyxw/202311/t20231110_11178322.shtml|https://bs.china-embassy.gov.cn/eng/zgxw/202311/t20231127_11187685.htm|https://newyork.china-consulate.gov.cn/eng/xw/202311/t20231115_11180908.htm|https://history.state.gov/departmenthistory/visits/china|https://www.fmprc.gov.cn/eng/zy/jj/2022_144280/xjpfmgjxzmyshwtscxapec/202311/t20231115_11180639.html|https://www.fmprc.gov.cn/eng/zy/jj/2022_144280/xjpfmgjxzmyshwtscxapec/202311/t20231115_11180650.html|https://www.fmprc.gov.cn/eng/zy/jj/2022_144280/xjpfmgjxzmyshwtscxapec/202311/t20231110_11178351.html|https://www.fmprc.gov.cn/eng/zy/jj/2022_144280/xjpfmgjxzmyshwtscxapec/202311/t20231116_11181442.html
10108,Vietnam,VNM,East Asia and Pacific,1,12/12/23,12/13/23,2023,0,0,47,0,3,1,1,1,Hanoi,"21.0283334, 105.854041",https://www.fmprc.gov.cn/zyxw/202312/t20231207_11196356.shtml|https://edition.cnn.com/2023/12/13/china/china-xi-jinping-vietnam-visit-intl-hnk/index.html|https://www.idcpc.gov.cn/ttxw_2992/202312/t20231213_163084.html|https://www.news.cn/politics/leaders/2023-12/12/c_1130021618.htm|http://www.news.cn/politics/leaders/2023-12/12/c_1130021618.htm|http://www.news.cn/politics/leaders/2023-12/13/c_1130024845.htm|https://www.idcpc.gov.cn/ttxw_2992/202312/t20231213_163084.html|https://www.fmprc.gov.cn/mfa_eng/zy/jj/2022_144280/xjpdynjxgsfw/202312/t20231212_11200744.html|https://www.cnn.com/2023/12/13/china/china-xi-jinping-vietnam-visit-intl-hnk
10109,France,FRA,Europe and Central Asia,0,5/5/24,5/7/24,2024,0,0,48,0,4,1,1,1,"Paris; Tarbes, Hautes-Pyrénées","48.8588897, 2.320041; 43.232858, 0.0781021",https://english.news.cn/20240429/7969436a5491476c95cb209323a2954b/c.html|https://www.gov.cn/yaowen/liebiao/202405/content_6949196.htm|https://apnews.com/video/paris-china-government-france-government-france-7b401d5de63f42719df3563c2db50879|https://www.france24.com/en/europe/20240507-macron-seeks-to-gain-trade-concessions-from-china-s-xi-during-pyrenees-visit|https://www.theguardian.com/world/live/2024/may/07/europe-live-china-xi-jinping-begins-second-day-of-visit-updates
10110,Serbia,SRB,Europe and Central Asia,0,5/7/24,5/8/24,2024,0,0,48,0,2,1,1,1,Belgrade,"44.8153318, 20.4456588",https://english.news.cn/20240429/7969436a5491476c95cb209323a2954b/c.html|https://www.nytimes.com/2024/05/07/world/europe/xi-serbia-hungary-europe.html|https://www.news-journal.com/biztoday-serbia-china-ties-xi-visit/video_15f77116-3079-5480-bbc6-27ebe5cc52ba.html|https://alexandria.china-consulate.gov.cn/eng/zgyw/202405/t20240510_11302343.htm
10111,Hungary,HUN,Europe and Central Asia,0,5/8/24,5/10/24,2024,0,0,48,1,1,1,1,1,Budapest,"47.4813896, 19.1457723",https://english.news.cn/20240429/7969436a5491476c95cb209323a2954b/c.html|https://www.reuters.com/world/europe/chinas-xi-jinping-hungary-discuss-ukraine-infrastructure-2024-05-09/|https://cn.wsj.com/articles/%E4%B9%A0%E8%BF%91%E5%B9%B3%E5%8F%97%E5%88%B0%E6%AC%A7%E6%B4%B2%E5%B0%91%E6%9C%89%E7%9A%84%E4%BA%B2%E4%B8%AD%E5%9B%BD%E5%AE%B6%E5%A1%9E%E5%B0%94%E7%BB%B4%E4%BA%9A%E5%92%8C%E5%8C%88%E7%89%99%E5%88%A9%E7%9A%84%E7%83%AD%E7%83%88%E6%AC%A2%E8%BF%8E-0c00ad60|https://abcnews.go.com/International/wireStory/chinas-xi-leaves-hungary-concludes-5-day-visit-110111359|https://www.timesandstar.co.uk/news/national/24308980.hungary-china-sign-strategic-co-operation-agreement-xi-jinping-visit/
10112,Kazakhstan,KAZ,Europe and Central Asia,1,7/2/24,7/4/24,2024,1,SCO,49,0,5,1,1,1,Astana,"51.1282205, 71.4306682",https://www.fmprc.gov.cn/zyxw/202407/t20240702_11445965.shtml|https://www.ankasam.org/cinin-kazakistan-ve-tacikistanla-isbirligi-arayislari/?lang=en|https://apnews.com/article/russia-china-iran-shanghai-cooperation-organization-sco-7d0dcd21ad34b09cc149e30567198b06|https://www.fmprc.gov.cn/zyxw/202407/t20240703_11446617.shtml|https://www.fmprc.gov.cn/zyxw/202407/t20240705_11448493.shtml|https://www.trtworld.com/article/18180694
10113,Tajikistan,TJK,Europe and Central Asia,0,7/4/24,7/6/24,2024,0,0,49,0,3,1,1,1,Dushanbe,"38.5762709, 68.7863573",https://www.fmprc.gov.cn/zyxw/202407/t20240705_11448493.shtml|https://www.trtworld.com/asia/xi-reaffirms-chinas-support-for-tajikistan-during-rare-visit-18180694|https://english.www.gov.cn/news/202407/06/content_WS6688d841c6d0868f4e8e8f15.html|https://www.trtworld.com/article/18180694
10114,Russia,RUS,Europe and Central Asia,1,10/22/24,10/24/24,2024,1,BRICS,50,0,10,0,1,0,Kazan,"55.7946485, 49.1115022",https://www.fmprc.gov.cn/eng./zy/jj/xjpfelscx16thBRICS/202410/t20241018_11509811.html|https://www.fmprc.gov.cn/eng./zy/jj/xjpfelscx16thBRICS/202410/t20241023_11513329.html|https://www.fmprc.gov.cn/eng/zy/jj/2024zt/xjpfelscx16thBRICS2/202501/t20250114_11533714.html|https://www.mfa.gov.cn/eng/xw/zyxw/202410/t20241025_11516002.html|https://us.china-embassy.gov.cn/eng./zgyw/202412/t20241217_11495245.htm|https://www.reutersconnect.com/item/final-day-of-brics-summit-in-russias-city-of-kazan/dGFnOnJldXRlcnMuY29tLDIwMjQ6bmV3c21sX1JDMlZRQUFQMk81NA?previouslyViewed=dGFnOnJldXRlcnMuY29tLDIwMjQ6bmV3c21sX1JDMldRQUEwV05ZUg&position=2|https://us.china-embassy.gov.cn/eng./zgyw/202412/t20241217_11495245.htm
10115,Peru,PER,Latin America and Caribbean,0,11/14/24,11/17/24,2024,1,APEC,51,0,2,1,1,1,Lima,"-12.0459808, -77.0305912",https://www.reuters.com/world/chinas-xi-arrives-lima-apec-open-pacific-megaport-2024-11-14/|https://www.mfa.gov.cn/web/wjdt_674879/gjldrhd_674881/202411/t20241115_11526956.shtml|http://www.news.cn/politics/leaders/20241118/3fb8ff47d4b04f31970fed9d52330b5b/c.html|https://www.fmprc.gov.cn/mfa_eng/xw/zyxw/202411/t20241115_11527108.html|https://www.euronews.com/2024/11/17/biden-and-xi-hold-talks-in-peru-but-no-mention-of-north-korean-troops-in-russia|https://www.reuters.com/world/biden-xi-set-tense-final-meeting-peru-trump-era-looms-2024-11-16/
